reading_id,timestamp,sensor_id,location,grid_x,grid_y,temperature_c,humidity_pct,co2_ppm,noise_db,occupancy
468,2024-03-24 00:00:00,SENSOR-008,Floor 3 - Zone B,3.104,2.032,21.8,42.3,472.0,34.7,1
469,2024-03-24 00:00:00,SENSOR-009,Floor 3 - Zone C,3.0,3.03,22.6,59.7,446.0,38.7,1
470,2024-03-24 00:00:00,SENSOR-010,Floor 4 - Zone A,4.04,0.944,22.7,58.2,337.0,36.8,1
471,2024-03-24 00:00:00,SENSOR-011,Floor 4 - Zone B,4.062,1.99,20.1,53.0,388.0,56.6,1
472,2024-03-24 00:00:00,SENSOR-012,Floor 4 - Zone C,4.055,2.983,23.0,54.5,372.0,24.3,0
473,2024-03-24 00:00:00,SENSOR-013,Rooftop - North,5.111,1.49,24.4,56.4,402.0,59.0,1
474,2024-03-24 00:00:00,SENSOR-014,Rooftop - South,5.025,2.402,24.9,68.6,322.0,31.0,1
475,2024-03-24 00:00:00,SENSOR-015,Basement - Main,0.071,2.049,19.6,63.7,511.0,45.8,1
476,2024-03-24 00:00:00,SENSOR-016,Basement - Storage,0.071,1.058,,53.8,486.0,32.1,1
477,2024-03-24 00:00:00,SENSOR-017,Lobby - Entrance,0.436,2.005,23.0,52.8,519.0,44.4,0
478,2024-03-24 00:00:00,SENSOR-018,Lobby - Reception,0.541,1.049,22.3,36.4,353.0,49.1,1
479,2024-03-24 00:00:00,SENSOR-019,Carpark - B1,-0.946,2.065,21.0,42.6,465.0,45.4,1
480,2024-03-24 00:00:00,SENSOR-020,Carpark - B2,-2.045,2.047,21.5,56.1,345.0,61.1,0
481,2024-03-25 00:00:00,SENSOR-001,Floor 1 - Zone A,0.996,0.985,18.7,43.0,257.0,39.3,1
482,2024-03-25 00:00:00,SENSOR-002,Floor 1 - Zone B,1.007,2.013,21.2,57.4,457.0,28.6,1
483,2024-03-25 00:00:00,SENSOR-003,Floor 1 - Zone C,0.951,3.028,22.6,61.3,394.0,59.1,1
484,2024-03-25 00:00:00,SENSOR-004,Floor 2 - Zone A,2.096,0.978,22.6,60.8,444.0,28.8,1
485,2024-03-25 00:00:00,SENSOR-005,Floor 2 - Zone B,1.995,1.936,21.5,41.1,379.0,41.3,1
486,2024-03-25 00:00:00,SENSOR-006,Floor 2 - Zone C,1.999,2.938,22.6,54.9,455.0,48.2,0
487,2024-03-25 00:00:00,SENSOR-007,Floor 3 - Zone A,3.035,1.054,23.0,60.4,506.0,46.6,1
488,2024-03-25 00:00:00,SENSOR-008,Floor 3 - Zone B,2.934,2.008,25.7,78.4,441.0,46.4,1
489,2024-03-25 00:00:00,SENSOR-009,Floor 3 - Zone C,3.058,2.92,20.9,47.3,395.0,42.2,0
490,2024-03-25 00:00:00,SENSOR-010,Floor 4 - Zone A,3.986,1.107,21.9,56.6,278.0,32.0,0
491,2024-03-25 00:00:00,SENSOR-011,Floor 4 - Zone B,3.975,1.926,23.4,46.4,533.0,49.0,0
492,2024-03-25 00:00:00,SENSOR-012,Floor 4 - Zone C,4.004,2.957,22.7,83.7,356.0,56.3,1
493,2024-03-25 00:00:00,SENSOR-013,Rooftop - North,4.826,1.481,25.3,47.4,506.0,44.7,1
494,2024-03-25 00:00:00,SENSOR-014,Rooftop - South,4.958,2.444,23.9,56.7,529.0,37.8,1
495,2024-03-25 00:00:00,SENSOR-015,Basement - Main,-0.022,1.979,20.6,48.1,398.0,45.7,0
496,2024-03-25 00:00:00,SENSOR-016,Basement - Storage,0.024,0.963,21.7,58.2,390.0,49.6,1
497,2024-03-25 00:00:00,SENSOR-017,Lobby - Entrance,0.435,2.002,23.7,55.3,406.0,26.3,1
498,2024-03-25 00:00:00,SENSOR-018,Lobby - Reception,0.495,0.988,21.0,58.8,340.0,33.3,1
499,2024-03-25 00:00:00,SENSOR-019,Carpark - B1,-1.068,1.962,20.0,58.1,524.0,42.6,1
500,2024-03-25 00:00:00,SENSOR-020,Carpark - B2,-2.014,1.977,20.6,53.7,374.0,32.4,1
501,2024-03-26 00:00:00,SENSOR-001,Floor 1 - Zone A,0.989,0.891,22.6,56.5,535.0,120.0,1
502,2024-03-26 00:00:00,SENSOR-002,Floor 1 - Zone B,0.94,2.084,18.8,55.1,313.0,34.4,1
503,2024-03-26 00:00:00,SENSOR-003,Floor 1 - Zone C,0.967,3.035,,39.1,518.0,42.7,1
504,2024-03-26 00:00:00,SENSOR-004,Floor 2 - Zone A,2.049,0.973,,55.6,445.0,38.1,1
505,2024-03-26 00:00:00,SENSOR-005,Floor 2 - Zone B,2.104,1.956,20.6,50.7,473.0,43.4,0
506,2024-03-26 00:00:00,SENSOR-006,Floor 2 - Zone C,1.991,2.945,22.0,44.2,692.0,59.7,1
507,2024-03-26 00:00:00,SENSOR-007,Floor 3 - Zone A,2.928,1.0,20.2,42.4,439.0,23.8,1
508,2024-03-26 00:00:00,SENSOR-008,Floor 3 - Zone B,2.968,1.956,20.5,65.1,285.0,41.0,1
509,2024-03-26 00:00:00,SENSOR-009,Floor 3 - Zone C,3.02,3.016,23.5,66.9,454.0,28.0,1
510,2024-03-26 00:00:00,SENSOR-010,Floor 4 - Zone A,3.958,1.052,21.6,71.5,501.0,46.6,0
511,2024-03-26 00:00:00,SENSOR-011,Floor 4 - Zone B,4.014,2.102,21.9,63.5,478.0,49.7,0
512,2024-03-26 00:00:00,SENSOR-012,Floor 4 - Zone C,3.943,3.019,,55.6,484.0,41.7,1
513,2024-03-26 00:00:00,SENSOR-013,Rooftop - North,4.966,1.424,26.2,52.8,433.0,38.5,1
514,2024-03-26 00:00:00,SENSOR-014,Rooftop - South,5.07,2.549,24.2,56.8,292.0,33.2,1
515,2024-03-26 00:00:00,SENSOR-015,Basement - Main,0.045,2.021,17.1,56.0,578.0,68.8,1
516,2024-03-26 00:00:00,SENSOR-016,Basement - Storage,0.013,1.057,19.3,60.7,259.0,31.1,0
517,2024-03-26 00:00:00,SENSOR-017,Lobby - Entrance,0.521,1.968,20.1,54.8,307.0,36.6,1
518,2024-03-26 00:00:00,SENSOR-018,Lobby - Reception,0.557,0.984,22.3,52.9,481.0,42.4,1
519,2024-03-26 00:00:00,SENSOR-019,Carpark - B1,-1.032,1.94,20.3,68.6,461.0,24.7,1
520,2024-03-26 00:00:00,SENSOR-020,Carpark - B2,-1.994,2.034,19.9,56.8,541.0,29.4,0
521,2024-03-27 00:00:00,SENSOR-001,Floor 1 - Zone A,1.033,0.967,21.9,49.3,692.0,46.8,1
522,2024-03-27 00:00:00,SENSOR-002,Floor 1 - Zone B,0.988,1.913,22.2,61.4,344.0,42.6,1
523,2024-03-27 00:00:00,SENSOR-003,Floor 1 - Zone C,1.011,3.106,23.6,56.3,693.0,38.6,0
524,2024-03-27 00:00:00,SENSOR-004,Floor 2 - Zone A,2.059,1.034,22.9,54.5,377.0,43.9,0
525,2024-03-27 00:00:00,SENSOR-005,Floor 2 - Zone B,1.999,2.04,24.1,67.3,450.0,45.3,1
526,2024-03-27 00:00:00,SENSOR-006,Floor 2 - Zone C,2.006,2.919,23.2,60.8,437.0,47.9,1
527,2024-03-27 00:00:00,SENSOR-007,Floor 3 - Zone A,3.016,1.049,22.1,59.2,527.0,43.1,1
528,2024-03-27 00:00:00,SENSOR-008,Floor 3 - Zone B,2.959,2.005,23.3,69.4,,55.6,1
529,2024-03-27 00:00:00,SENSOR-009,Floor 3 - Zone C,2.998,3.001,22.2,50.7,514.0,43.9,1
530,2024-03-27 00:00:00,SENSOR-010,Floor 4 - Zone A,3.909,0.986,20.1,60.6,583.0,46.1,0
531,2024-03-27 00:00:00,SENSOR-011,Floor 4 - Zone B,3.971,1.982,22.1,57.6,377.0,54.6,0
532,2024-03-27 00:00:00,SENSOR-012,Floor 4 - Zone C,3.952,2.94,21.8,46.0,382.0,24.4,1
533,2024-03-27 00:00:00,SENSOR-013,Rooftop - North,5.04,1.454,25.0,51.2,416.0,40.8,0
534,2024-03-27 00:00:00,SENSOR-014,Rooftop - South,4.96,2.484,23.9,66.4,498.0,47.1,1
535,2024-03-27 00:00:00,SENSOR-015,Basement - Main,-0.074,1.92,17.9,60.9,517.0,41.4,1
536,2024-03-27 00:00:00,SENSOR-016,Basement - Storage,0.055,1.011,19.5,56.8,560.0,33.9,1
537,2024-03-27 00:00:00,SENSOR-017,Lobby - Entrance,0.529,2.012,21.1,57.6,490.0,50.7,1
538,2024-03-27 00:00:00,SENSOR-018,Lobby - Reception,0.531,0.948,20.0,42.8,512.0,56.6,1
539,2024-03-27 00:00:00,SENSOR-019,Carpark - B1,-0.937,1.924,20.7,41.0,415.0,41.0,1
540,2024-03-27 00:00:00,SENSOR-020,Carpark - B2,-2.016,1.921,19.2,49.4,599.0,48.5,1
541,2024-03-28 00:00:00,SENSOR-001,Floor 1 - Zone A,1.03,0.967,26.0,40.4,356.0,38.0,0
542,2024-03-28 00:00:00,SENSOR-002,Floor 1 - Zone B,1.021,1.991,23.2,35.5,373.0,33.8,1
543,2024-03-28 00:00:00,SENSOR-003,Floor 1 - Zone C,1.04,2.945,23.2,60.2,437.0,49.9,1
544,2024-03-28 00:00:00,SENSOR-004,Floor 2 - Zone A,1.998,0.89,22.1,56.1,369.0,49.3,1
545,2024-03-28 00:00:00,SENSOR-005,Floor 2 - Zone B,1.929,2.013,22.9,59.5,494.0,37.4,1
546,2024-03-28 00:00:00,SENSOR-006,Floor 2 - Zone C,2.065,2.998,22.2,56.0,441.0,53.5,1
547,2024-03-28 00:00:00,SENSOR-007,Floor 3 - Zone A,2.924,0.907,21.7,69.4,356.0,50.8,1
548,2024-03-28 00:00:00,SENSOR-008,Floor 3 - Zone B,2.938,2.019,22.7,56.5,370.0,53.3,1
549,2024-03-28 00:00:00,SENSOR-009,Floor 3 - Zone C,3.038,3.043,20.7,75.5,480.0,25.3,0
550,2024-03-28 00:00:00,SENSOR-010,Floor 4 - Zone A,3.968,1.011,20.7,62.8,495.0,44.8,1
551,2024-03-28 00:00:00,SENSOR-011,Floor 4 - Zone B,3.986,1.99,23.0,59.2,484.0,53.5,1
552,2024-03-28 00:00:00,SENSOR-012,Floor 4 - Zone C,4.002,2.939,22.5,57.7,422.0,53.8,1
553,2024-03-28 00:00:00,SENSOR-013,Rooftop - North,4.836,1.537,25.0,61.7,439.0,50.1,1
554,2024-03-28 00:00:00,SENSOR-014,Rooftop - South,4.913,2.485,25.6,59.6,297.0,38.6,1
555,2024-03-28 00:00:00,SENSOR-015,Basement - Main,0.004,1.98,19.7,48.4,465.0,45.5,1
556,2024-03-28 00:00:00,SENSOR-016,Basement - Storage,-0.052,1.008,20.5,57.8,464.0,49.7,1
557,2024-03-28 00:00:00,SENSOR-017,Lobby - Entrance,0.425,1.987,21.0,65.0,473.0,56.8,1
558,2024-03-28 00:00:00,SENSOR-018,Lobby - Reception,0.459,1.007,22.7,56.1,397.0,52.8,1
559,2024-03-28 00:00:00,SENSOR-019,Carpark - B1,-0.981,2.033,21.7,46.4,303.0,43.7,1
560,2024-03-28 00:00:00,SENSOR-020,Carpark - B2,-2.063,2.001,20.0,42.5,345.0,47.3,1
561,2024-03-29 00:00:00,SENSOR-001,Floor 1 - Zone A,1.022,0.942,22.0,51.4,519.0,33.0,0
562,2024-03-29 00:00:00,SENSOR-002,Floor 1 - Zone B,0.999,2.038,23.6,61.5,540.0,32.7,1
563,2024-03-29 00:00:00,SENSOR-003,Floor 1 - Zone C,1.016,3.009,21.2,50.3,313.0,23.8,0
564,2024-03-29 00:00:00,SENSOR-004,Floor 2 - Zone A,2.101,0.995,20.0,47.7,273.0,42.0,0
565,2024-03-29 00:00:00,SENSOR-005,Floor 2 - Zone B,1.965,1.958,21.0,59.4,419.0,35.7,1
566,2024-03-29 00:00:00,SENSOR-006,Floor 2 - Zone C,1.998,3.031,22.8,55.9,584.0,41.1,1
567,2024-03-29 00:00:00,SENSOR-007,Floor 3 - Zone A,2.946,1.084,21.8,57.3,452.0,35.6,1
568,2024-03-29 00:00:00,SENSOR-008,Floor 3 - Zone B,3.062,1.922,,68.6,453.0,35.7,1
569,2024-03-29 00:00:00,SENSOR-009,Floor 3 - Zone C,3.015,3.035,22.4,44.4,379.0,64.0,1
570,2024-03-29 00:00:00,SENSOR-010,Floor 4 - Zone A,4.035,1.003,22.4,52.5,539.0,51.3,1
571,2024-03-29 00:00:00,SENSOR-011,Floor 4 - Zone B,3.969,2.047,22.4,46.6,442.0,32.9,0
572,2024-03-29 00:00:00,SENSOR-012,Floor 4 - Zone C,3.951,2.918,23.5,62.8,450.0,57.1,1
573,2024-03-29 00:00:00,SENSOR-013,Rooftop - North,5.012,1.444,24.2,55.3,429.0,33.7,1
574,2024-03-29 00:00:00,SENSOR-014,Rooftop - South,5.032,2.591,27.9,55.3,505.0,44.6,0
575,2024-03-29 00:00:00,SENSOR-015,Basement - Main,0.005,2.008,21.6,64.8,371.0,54.5,1
576,2024-03-29 00:00:00,SENSOR-016,Basement - Storage,0.014,0.994,20.7,55.0,469.0,47.0,1
577,2024-03-29 00:00:00,SENSOR-017,Lobby - Entrance,0.533,1.913,20.3,58.4,515.0,44.8,1
578,2024-03-29 00:00:00,SENSOR-018,Lobby - Reception,0.545,0.937,24.5,71.8,418.0,45.6,0
579,2024-03-29 00:00:00,SENSOR-019,Carpark - B1,-0.971,2.059,21.6,60.8,477.0,38.3,1
580,2024-03-29 00:00:00,SENSOR-020,Carpark - B2,-2.098,2.008,21.1,51.7,546.0,59.1,1
581,2024-03-30 00:00:00,SENSOR-001,Floor 1 - Zone A,1.023,1.015,21.7,57.9,414.0,25.4,1
582,2024-03-30 00:00:00,SENSOR-002,Floor 1 - Zone B,1.025,1.962,25.9,58.5,356.0,55.2,1
583,2024-03-30 00:00:00,SENSOR-003,Floor 1 - Zone C,1.076,3.049,21.7,55.6,561.0,45.7,1
584,2024-03-30 00:00:00,SENSOR-004,Floor 2 - Zone A,1.946,1.064,20.2,61.2,437.0,39.6,1
585,2024-03-30 00:00:00,SENSOR-005,Floor 2 - Zone B,1.988,1.933,22.3,58.7,502.0,36.4,1
586,2024-03-30 00:00:00,SENSOR-006,Floor 2 - Zone C,2.013,2.973,22.4,57.4,548.0,46.2,0
587,2024-03-30 00:00:00,SENSOR-007,Floor 3 - Zone A,3.06,0.993,22.2,69.0,510.0,49.1,1
588,2024-03-30 00:00:00,SENSOR-008,Floor 3 - Zone B,2.954,1.997,,49.7,516.0,51.7,1
589,2024-03-30 00:00:00,SENSOR-009,Floor 3 - Zone C,3.007,2.936,21.8,48.4,397.0,31.0,0
590,2024-03-30 00:00:00,SENSOR-010,Floor 4 - Zone A,4.091,0.935,23.0,47.6,481.0,45.9,1
591,2024-03-30 00:00:00,SENSOR-011,Floor 4 - Zone B,3.882,2.016,21.5,49.9,429.0,32.1,1
592,2024-03-30 00:00:00,SENSOR-012,Floor 4 - Zone C,4.052,2.994,24.3,58.0,394.0,23.3,1
593,2024-03-30 00:00:00,SENSOR-013,Rooftop - North,4.924,1.463,26.0,47.3,435.0,57.5,1
594,2024-03-30 00:00:00,SENSOR-014,Rooftop - South,4.977,2.512,22.5,54.4,311.0,51.8,1
595,2024-03-30 00:00:00,SENSOR-015,Basement - Main,-0.037,2.056,20.9,49.7,330.0,37.6,1
596,2024-03-30 00:00:00,SENSOR-016,Basement - Storage,-0.041,1.092,22.6,66.8,320.0,38.7,1
597,2024-03-30 00:00:00,SENSOR-017,Lobby - Entrance,0.424,2.09,22.5,52.0,471.0,62.5,0
598,2024-03-30 00:00:00,SENSOR-018,Lobby - Reception,0.467,0.933,21.9,77.4,443.0,40.3,1
599,2024-03-30 00:00:00,SENSOR-019,Carpark - B1,-1.1,2.007,19.8,68.4,344.0,27.8,1
600,2024-03-30 00:00:00,SENSOR-020,Carpark - B2,-2.069,2.051,19.5,53.6,400.0,31.2,0
601,2024-03-31 00:00:00,SENSOR-001,Floor 1 - Zone A,0.986,1.128,22.5,57.6,339.0,23.2,1
602,2024-03-31 00:00:00,SENSOR-002,Floor 1 - Zone B,0.917,1.99,19.0,56.4,421.0,46.8,1
603,2024-03-31 00:00:00,SENSOR-003,Floor 1 - Zone C,1.0,3.008,21.7,53.8,538.0,33.4,1
604,2024-03-31 00:00:00,SENSOR-004,Floor 2 - Zone A,1.975,1.039,21.6,59.4,387.0,33.1,1
605,2024-03-31 00:00:00,SENSOR-005,Floor 2 - Zone B,1.899,2.013,,62.9,504.0,40.9,0
606,2024-03-31 00:00:00,SENSOR-006,Floor 2 - Zone C,1.949,3.03,21.2,44.7,519.0,32.1,1
607,2024-03-31 00:00:00,SENSOR-007,Floor 3 - Zone A,2.923,0.988,21.7,62.2,390.0,36.4,1
608,2024-03-31 00:00:00,SENSOR-008,Floor 3 - Zone B,3.001,1.898,,52.7,363.0,20.7,0
609,2024-03-31 00:00:00,SENSOR-009,Floor 3 - Zone C,2.948,3.043,21.4,59.7,511.0,37.3,1
610,2024-03-31 00:00:00,SENSOR-010,Floor 4 - Zone A,4.035,1.067,20.8,47.7,379.0,34.6,0
611,2024-03-31 00:00:00,SENSOR-011,Floor 4 - Zone B,3.924,1.932,20.1,56.7,361.0,25.5,1
612,2024-03-31 00:00:00,SENSOR-012,Floor 4 - Zone C,3.996,3.06,23.7,38.3,534.0,16.4,0
613,2024-03-31 00:00:00,SENSOR-013,Rooftop - North,5.125,1.534,24.3,52.3,481.0,41.6,1
614,2024-03-31 00:00:00,SENSOR-014,Rooftop - South,5.061,2.507,24.4,63.2,458.0,46.3,1
615,2024-03-31 00:00:00,SENSOR-015,Basement - Main,0.016,1.979,18.9,49.9,380.0,45.7,0
616,2024-03-31 00:00:00,SENSOR-016,Basement - Storage,0.023,0.984,20.7,70.9,415.0,47.2,1
617,2024-03-31 00:00:00,SENSOR-017,Lobby - Entrance,0.541,2.001,21.2,36.0,494.0,54.5,0
618,2024-03-31 00:00:00,SENSOR-018,Lobby - Reception,0.472,0.973,22.7,51.2,495.0,57.6,1
619,2024-03-31 00:00:00,SENSOR-019,Carpark - B1,-1.01,1.945,19.6,50.9,397.0,53.5,1
620,2024-03-31 00:00:00,SENSOR-020,Carpark - B2,-1.976,1.992,20.7,50.1,676.0,63.3,1
621,2024-04-01 00:00:00,SENSOR-001,Floor 1 - Zone A,1.041,0.971,20.3,53.3,386.0,40.3,1
622,2024-04-01 00:00:00,SENSOR-002,Floor 1 - Zone B,1.025,2.02,21.6,57.0,445.0,41.6,1
623,2024-04-01 00:00:00,SENSOR-003,Floor 1 - Zone C,1.109,3.023,20.6,58.8,454.0,25.3,1
624,2024-04-01 00:00:00,SENSOR-004,Floor 2 - Zone A,1.988,1.103,21.0,57.6,519.0,54.5,0
625,2024-04-01 00:00:00,SENSOR-005,Floor 2 - Zone B,1.948,1.97,21.2,49.2,435.0,39.2,0
626,2024-04-01 00:00:00,SENSOR-006,Floor 2 - Zone C,2.113,2.952,,54.7,391.0,44.3,0
627,2024-04-01 00:00:00,SENSOR-007,Floor 3 - Zone A,2.95,1.076,23.5,51.5,455.0,42.4,0
628,2024-04-01 00:00:00,SENSOR-008,Floor 3 - Zone B,3.017,1.999,23.6,60.5,503.0,37.4,1
629,2024-04-01 00:00:00,SENSOR-009,Floor 3 - Zone C,3.044,3.003,20.7,60.3,554.0,41.7,1
630,2024-04-01 00:00:00,SENSOR-010,Floor 4 - Zone A,4.075,1.033,22.3,49.5,418.0,39.2,1
631,2024-04-01 00:00:00,SENSOR-011,Floor 4 - Zone B,4.01,2.044,21.9,57.9,550.0,44.2,0
632,2024-04-01 00:00:00,SENSOR-012,Floor 4 - Zone C,3.973,2.957,23.4,65.6,485.0,37.1,0
633,2024-04-01 00:00:00,SENSOR-013,Rooftop - North,5.004,1.415,25.5,50.9,578.0,44.8,0
634,2024-04-01 00:00:00,SENSOR-014,Rooftop - South,4.975,2.543,25.8,55.7,477.0,39.1,1
635,2024-04-01 00:00:00,SENSOR-015,Basement - Main,-0.024,2.028,18.6,67.9,403.0,49.7,0
636,2024-04-01 00:00:00,SENSOR-016,Basement - Storage,-0.038,1.057,18.9,49.7,450.0,51.0,1
637,2024-04-01 00:00:00,SENSOR-017,Lobby - Entrance,0.455,2.123,21.9,69.3,452.0,44.4,1
638,2024-04-01 00:00:00,SENSOR-018,Lobby - Reception,0.513,1.088,22.6,63.2,530.0,38.6,1
639,2024-04-01 00:00:00,SENSOR-019,Carpark - B1,-1.086,1.958,,49.9,341.0,54.2,1
640,2024-04-01 00:00:00,SENSOR-020,Carpark - B2,-2.027,2.055,20.5,52.7,397.0,40.6,0
641,2024-04-02 00:00:00,SENSOR-001,Floor 1 - Zone A,1.091,0.95,21.3,37.3,489.0,34.6,1
642,2024-04-02 00:00:00,SENSOR-002,Floor 1 - Zone B,1.025,1.973,,60.7,501.0,60.0,1
643,2024-04-02 00:00:00,SENSOR-003,Floor 1 - Zone C,0.997,2.962,20.9,63.2,419.0,40.8,0
644,2024-04-02 00:00:00,SENSOR-004,Floor 2 - Zone A,1.921,1.021,22.5,53.6,558.0,34.4,1
645,2024-04-02 00:00:00,SENSOR-005,Floor 2 - Zone B,2.034,2.0,21.1,52.1,419.0,44.3,0
646,2024-04-02 00:00:00,SENSOR-006,Floor 2 - Zone C,2.044,3.033,22.3,60.5,447.0,42.1,1
647,2024-04-02 00:00:00,SENSOR-007,Floor 3 - Zone A,2.94,0.962,20.7,61.7,380.0,49.3,1
648,2024-04-02 00:00:00,SENSOR-008,Floor 3 - Zone B,2.981,2.007,21.5,60.7,299.0,22.3,1
649,2024-04-02 00:00:00,SENSOR-009,Floor 3 - Zone C,2.992,3.102,20.3,52.7,542.0,44.9,1
650,2024-04-02 00:00:00,SENSOR-010,Floor 4 - Zone A,4.033,0.943,22.7,59.0,462.0,35.8,1
651,2024-04-02 00:00:00,SENSOR-011,Floor 4 - Zone B,3.99,1.898,22.6,49.8,250.0,30.6,0
652,2024-04-02 00:00:00,SENSOR-012,Floor 4 - Zone C,3.949,2.957,23.5,53.5,500.0,30.7,1
653,2024-04-02 00:00:00,SENSOR-013,Rooftop - North,5.07,1.553,25.5,45.4,354.0,40.5,0
654,2024-04-02 00:00:00,SENSOR-014,Rooftop - South,5.018,2.516,24.6,60.9,507.0,47.0,1
655,2024-04-02 00:00:00,SENSOR-015,Basement - Main,-0.008,2.018,17.3,63.2,417.0,11.7,1
656,2024-04-02 00:00:00,SENSOR-016,Basement - Storage,-0.081,0.963,18.1,53.1,373.0,45.9,0
657,2024-04-02 00:00:00,SENSOR-017,Lobby - Entrance,0.579,1.998,24.5,52.8,396.0,59.8,1
658,2024-04-02 00:00:00,SENSOR-018,Lobby - Reception,0.487,0.993,20.7,43.2,494.0,41.4,1
659,2024-04-02 00:00:00,SENSOR-019,Carpark - B1,-1.042,2.007,17.2,64.7,410.0,65.3,0
660,2024-04-02 00:00:00,SENSOR-020,Carpark - B2,-1.994,2.012,19.6,59.7,419.0,45.4,1
661,2024-04-03 00:00:00,SENSOR-001,Floor 1 - Zone A,0.999,1.021,23.6,67.0,356.0,56.6,1
662,2024-04-03 00:00:00,SENSOR-002,Floor 1 - Zone B,0.938,1.943,21.0,60.8,513.0,49.6,1
663,2024-04-03 00:00:00,SENSOR-003,Floor 1 - Zone C,0.957,3.027,22.6,55.2,398.0,33.9,1
664,2024-04-03 00:00:00,SENSOR-004,Floor 2 - Zone A,2.027,0.974,20.9,47.6,405.0,40.2,1
665,2024-04-03 00:00:00,SENSOR-005,Floor 2 - Zone B,2.057,2.001,21.1,62.3,654.0,52.7,1
666,2024-04-03 00:00:00,SENSOR-006,Floor 2 - Zone C,2.0,2.977,22.2,55.9,386.0,27.9,0
667,2024-04-03 00:00:00,SENSOR-007,Floor 3 - Zone A,2.953,1.031,22.6,47.2,556.0,42.3,0
668,2024-04-03 00:00:00,SENSOR-008,Floor 3 - Zone B,3.017,1.988,21.7,58.5,439.0,49.4,0
669,2024-04-03 00:00:00,SENSOR-009,Floor 3 - Zone C,2.964,3.036,22.6,41.7,564.0,39.0,1
670,2024-04-03 00:00:00,SENSOR-010,Floor 4 - Zone A,4.039,0.996,22.3,51.4,424.0,54.1,1
671,2024-04-03 00:00:00,SENSOR-011,Floor 4 - Zone B,4.094,1.991,23.0,64.1,390.0,36.3,1
672,2024-04-03 00:00:00,SENSOR-012,Floor 4 - Zone C,4.0,2.941,22.1,37.5,467.0,32.8,1
673,2024-04-03 00:00:00,SENSOR-013,Rooftop - North,4.957,1.533,26.4,62.4,393.0,19.8,0
674,2024-04-03 00:00:00,SENSOR-014,Rooftop - South,5.003,2.573,26.5,67.5,456.0,34.2,0
675,2024-04-03 00:00:00,SENSOR-015,Basement - Main,-0.028,2.044,20.0,51.7,386.0,38.9,1
676,2024-04-03 00:00:00,SENSOR-016,Basement - Storage,-0.003,0.99,18.4,61.5,327.0,33.1,1
677,2024-04-03 00:00:00,SENSOR-017,Lobby - Entrance,0.503,1.995,24.3,50.7,499.0,47.3,1
678,2024-04-03 00:00:00,SENSOR-018,Lobby - Reception,0.48,0.914,22.3,34.5,414.0,53.4,1
679,2024-04-03 00:00:00,SENSOR-019,Carpark - B1,-0.98,2.041,22.1,48.1,402.0,26.0,1
680,2024-04-03 00:00:00,SENSOR-020,Carpark - B2,-1.992,1.947,20.0,66.4,443.0,47.8,1
681,2024-04-04 00:00:00,SENSOR-001,Floor 1 - Zone A,0.997,1.003,20.7,54.0,,35.7,0
682,2024-04-04 00:00:00,SENSOR-002,Floor 1 - Zone B,0.982,2.007,20.4,47.7,581.0,46.8,1
683,2024-04-04 00:00:00,SENSOR-003,Floor 1 - Zone C,0.988,2.942,23.1,55.7,469.0,18.1,0
684,2024-04-04 00:00:00,SENSOR-004,Floor 2 - Zone A,1.967,1.02,21.9,58.4,385.0,61.2,0
685,2024-04-04 00:00:00,SENSOR-005,Floor 2 - Zone B,1.991,2.014,20.9,60.7,425.0,46.4,0
686,2024-04-04 00:00:00,SENSOR-006,Floor 2 - Zone C,2.034,2.858,23.8,62.4,440.0,47.7,1
687,2024-04-04 00:00:00,SENSOR-007,Floor 3 - Zone A,2.959,0.95,21.6,50.4,331.0,44.9,1
688,2024-04-04 00:00:00,SENSOR-008,Floor 3 - Zone B,2.975,2.032,21.6,65.3,307.0,55.8,1
689,2024-04-04 00:00:00,SENSOR-009,Floor 3 - Zone C,3.021,2.977,22.5,49.4,384.0,56.9,0
690,2024-04-04 00:00:00,SENSOR-010,Floor 4 - Zone A,3.982,1.06,22.0,60.1,308.0,47.3,0
691,2024-04-04 00:00:00,SENSOR-011,Floor 4 - Zone B,4.062,2.043,22.5,50.1,330.0,43.1,1
692,2024-04-04 00:00:00,SENSOR-012,Floor 4 - Zone C,4.002,3.004,,56.5,336.0,20.6,1
693,2024-04-04 00:00:00,SENSOR-013,Rooftop - North,5.046,1.458,25.8,34.5,474.0,30.7,1
694,2024-04-04 00:00:00,SENSOR-014,Rooftop - South,5.048,2.552,26.5,53.7,513.0,48.8,0
695,2024-04-04 00:00:00,SENSOR-015,Basement - Main,-0.012,1.99,20.5,63.4,440.0,34.0,1
696,2024-04-04 00:00:00,SENSOR-016,Basement - Storage,-0.056,0.886,21.4,53.6,398.0,28.0,0
697,2024-04-04 00:00:00,SENSOR-017,Lobby - Entrance,0.429,1.994,20.9,69.4,431.0,43.2,1
698,2024-04-04 00:00:00,SENSOR-018,Lobby - Reception,0.465,0.983,20.4,56.8,589.0,41.8,1
699,2024-04-04 00:00:00,SENSOR-019,Carpark - B1,-1.039,2.012,20.2,48.5,566.0,31.1,0
700,2024-04-04 00:00:00,SENSOR-020,Carpark - B2,-2.075,1.986,20.9,55.3,418.0,54.7,0
701,2024-04-05 00:00:00,SENSOR-001,Floor 1 - Zone A,1.016,1.006,19.8,52.4,454.0,36.2,1
